name_profile,drug,dose,time,nsamples_trt,nsamples_ctl,sample_size,n_batch,ss_genes,UP,DOWN,cell_iname
BRD-K91844626_10uM_24h,BRD-K91844626,10 uM,24 h,3,25,28,1,46,11,35,NEU
YM-09151-2_10uM_6h,YM-09151-2,10 uM,6 h,3,47,50,1,1,1,0,NEU
prostaglandin-b2_10uM_24h,prostaglandin-b2,10 uM,24 h,3,32,35,1,0,0,0,NEU
KIN001-269_10uM_24h,KIN001-269,10 uM,24 h,3,65,68,1,1,1,0,NEU
paxilline_10uM_6h,paxilline,10 uM,6 h,3,29,32,1,0,0,0,NEU
BAY-K8644_10uM_6h,BAY-K8644,10 uM,6 h,3,29,32,1,1,1,0,NEU
BRD-K95767742_10uM_6h,BRD-K95767742,10 uM,6 h,3,47,50,1,1,1,0,NEU
SR-142948_10uM_24h,SR-142948,10 uM,24 h,3,25,28,1,23,8,15,NEU
BRD-K75128590_10uM_24h,BRD-K75128590,10 uM,24 h,3,32,35,1,3,1,2,NEU
BRD-K21672423_10uM_24h,BRD-K21672423,10 uM,24 h,3,32,35,1,1,0,1,NEU
BRD-K78559095_10uM_24h,BRD-K78559095,10 uM,24 h,3,32,35,1,6,3,3,NEU
BRD-K55591206_10uM_6h,BRD-K55591206,10 uM,6 h,3,29,32,1,0,0,0,NEU
benzohydroxamic-acid_10uM_24h,benzohydroxamic-acid,10 uM,24 h,3,24,27,1,3,0,3,NEU
methoprene-acid_10uM_6h,methoprene-acid,10 uM,6 h,3,29,32,1,0,0,0,NEU
BRD-K27237442_10uM_6h,BRD-K27237442,10 uM,6 h,3,47,50,1,1,1,0,NEU
H-8_10uM_24h,H-8,10 uM,24 h,3,32,35,1,1,1,0,NEU
BRD-K95676198_10uM_24h,BRD-K95676198,10 uM,24 h,3,32,35,1,0,0,0,NEU
BRD-K07850148_10uM_24h,BRD-K07850148,10 uM,24 h,3,32,35,1,0,0,0,NEU
BRD-M91737268_10uM_6h,BRD-M91737268,10 uM,6 h,3,47,50,1,0,0,0,NEU
BML-278_10uM_6h,BML-278,10 uM,6 h,3,29,32,1,1,0,1,NEU
BG-1012_10uM_24h,BG-1012,10 uM,24 h,3,24,27,1,0,0,0,NEU
SR-48692_10uM_24h,SR-48692,10 uM,24 h,3,25,28,1,7,1,6,NEU
beta-CCP_10uM_24h,beta-CCP,10 uM,24 h,3,32,35,1,1,0,1,NEU
BRD-K07653295_10uM_24h,BRD-K07653295,10 uM,24 h,3,25,28,1,30,2,28,NEU
BRD-K27803479_10uM_6h,BRD-K27803479,10 uM,6 h,3,47,50,1,8,8,0,NEU
BG-1008_10uM_6h,BG-1008,10 uM,6 h,3,29,32,1,111,58,53,NEU
BRD-A52647795_10uM_6h,BRD-A52647795,10 uM,6 h,3,47,50,1,2,2,0,NEU
BRD-U65466710_10uM_6h,BRD-U65466710,10 uM,6 h,3,47,50,1,6,2,4,NEU
propanoic-acid_10uM_24h,propanoic-acid,10 uM,24 h,3,25,28,1,1,0,1,NEU
BRD-A32582647_10uM_6h,BRD-A32582647,10 uM,6 h,3,47,50,1,2,2,0,NEU
BRD-A00150179_10uM_6h,BRD-A00150179,10 uM,6 h,3,47,50,1,1,0,1,NEU
SU-11652_10uM_6h,SU-11652,10 uM,6 h,3,29,32,1,85,17,68,NEU
BG-1009_10uM_6h,BG-1009,10 uM,6 h,3,29,32,1,0,0,0,NEU
bietaserpine_10uM_24h,bietaserpine,10 uM,24 h,3,25,28,1,62,15,47,NEU
BRD-K83355732_10uM_24h,BRD-K83355732,10 uM,24 h,3,32,35,1,13,10,3,NEU
BG-1022_10uM_6h,BG-1022,10 uM,6 h,3,29,32,1,6,6,0,NEU
BRD-A39986918_10uM_24h,BRD-A39986918,10 uM,24 h,3,25,28,1,13,2,11,NEU
BRD-K80062189_10uM_6h,BRD-K80062189,10 uM,6 h,3,47,50,1,0,0,0,NEU
BRD-K84252391_10uM_24h,BRD-K84252391,10 uM,24 h,3,25,28,1,2,0,2,NEU
BRD-K58930050_10uM_24h,BRD-K58930050,10 uM,24 h,3,25,28,1,0,0,0,NEU
BRD-K02701279_10uM_24h,BRD-K02701279,10 uM,24 h,3,32,35,1,0,0,0,NEU
BRD-A49680073_10uM_24h,BRD-A49680073,10 uM,24 h,3,32,35,1,1,1,0,NEU
RAN-14A_10uM_24h,RAN-14A,10 uM,24 h,3,32,35,1,1,1,0,NEU
testosterone_10uM_24h,testosterone,10 uM,24 h,3,32,35,1,0,0,0,NEU
BRD-K79619196_10uM_24h,BRD-K79619196,10 uM,24 h,3,32,35,1,3,1,2,NEU
BRD-A22272113_10uM_24h,BRD-A22272113,10 uM,24 h,3,32,35,1,0,0,0,NEU
BRD-K59980915_10uM_24h,BRD-K59980915,10 uM,24 h,3,32,35,1,0,0,0,NEU
BRD-K37883585_10uM_24h,BRD-K37883585,10 uM,24 h,3,32,35,1,0,0,0,NEU
butyrolactone_10uM_24h,butyrolactone,10 uM,24 h,3,24,27,1,43,13,30,NEU
BRD-K24307074_10uM_6h,BRD-K24307074,10 uM,6 h,3,47,50,1,2,2,0,NEU
BG-1018_10uM_6h,BG-1018,10 uM,6 h,3,29,32,1,7,7,0,NEU
BRD-U57440914_10uM_6h,BRD-U57440914,10 uM,6 h,3,47,50,1,1,1,0,NEU
BG-1013_10uM_24h,BG-1013,10 uM,24 h,3,24,27,1,14,9,5,NEU
Val-Val-Val_10uM_24h,Val-Val-Val,10 uM,24 h,3,24,27,1,76,18,58,NEU
BRD-A75769921_10uM_6h,BRD-A75769921,10 uM,6 h,3,47,50,1,7,4,3,NEU
BRD-K42823101_10uM_6h,BRD-K42823101,10 uM,6 h,3,47,50,1,1,1,0,NEU
BRD-K24304282_10uM_24h,BRD-K24304282,10 uM,24 h,3,25,28,1,7,0,7,NEU
flavanone_10uM_6h,flavanone,10 uM,6 h,3,29,32,1,0,0,0,NEU
BRD-U85918428_10uM_6h,BRD-U85918428,10 uM,6 h,3,47,50,1,3,0,3,NEU
BG-1014_10uM_24h,BG-1014,10 uM,24 h,3,24,27,1,1,1,0,NEU
SKF-83959_10uM_6h,SKF-83959,10 uM,6 h,3,47,50,1,4,1,3,NEU
SA-1447005_10uM_24h,SA-1447005,10 uM,24 h,3,32,35,1,3,1,2,NEU
BRD-K31553917_10uM_24h,BRD-K31553917,10 uM,24 h,3,32,35,1,2,1,1,NEU
BRD-K00944562_10uM_24h,BRD-K00944562,10 uM,24 h,3,32,35,1,8,5,3,NEU
desmethyl-DASB_10uM_24h,desmethyl-DASB,10 uM,24 h,3,25,28,1,0,0,0,NEU
BRD-A41986761_10uM_24h,BRD-A41986761,10 uM,24 h,3,25,28,1,0,0,0,NEU
APEC_10uM_6h,APEC,10 uM,6 h,3,47,50,1,0,0,0,NEU
BRD-K03608458_10uM_24h,BRD-K03608458,10 uM,24 h,3,25,28,1,98,32,66,NEU
BRD-K33445737_10uM_6h,BRD-K33445737,10 uM,6 h,3,47,50,1,92,33,59,NEU
BRD-K24031526_10uM_24h,BRD-K24031526,10 uM,24 h,3,32,35,1,1,1,0,NEU
BRD-K05775306_10uM_24h,BRD-K05775306,10 uM,24 h,3,32,35,1,0,0,0,NEU
CGS-12066B_10uM_24h,CGS-12066B,10 uM,24 h,3,32,35,1,11,5,6,NEU
BRD-A67306036_10uM_24h,BRD-A67306036,10 uM,24 h,3,32,35,1,0,0,0,NEU
BRD-K23313025_10uM_24h,BRD-K23313025,10 uM,24 h,3,32,35,1,0,0,0,NEU
BRD-K72015216_10uM_6h,BRD-K72015216,10 uM,6 h,3,47,50,1,2,2,0,NEU
BAY-K8644_10uM_24h,BAY-K8644,10 uM,24 h,3,24,27,1,112,17,95,NEU
BRD-K71339761_10uM_24h,BRD-K71339761,10 uM,24 h,3,25,28,1,18,8,10,NEU
BRD-K03736784_10uM_24h,BRD-K03736784,10 uM,24 h,3,32,35,1,236,58,178,NEU
BRD-K53249762_10uM_6h,BRD-K53249762,10 uM,6 h,3,47,50,1,2,0,2,NEU
isosalsoline_10uM_6h,isosalsoline,10 uM,6 h,3,47,50,1,0,0,0,NEU
chrysamine-g_10uM_24h,chrysamine-g,10 uM,24 h,3,25,28,1,5,2,3,NEU
BRD-A24951056_10uM_6h,BRD-A24951056,10 uM,6 h,3,47,50,1,5,3,2,NEU
BRD-K43014159_10uM_24h,BRD-K43014159,10 uM,24 h,3,25,28,1,0,0,0,NEU
BRD-K52453128_10uM_24h,BRD-K52453128,10 uM,24 h,3,25,28,1,0,0,0,NEU
terreic-acid_10uM_6h,terreic-acid,10 uM,6 h,3,29,32,1,36,23,13,NEU
BRD-K39172790_10uM_24h,BRD-K39172790,10 uM,24 h,3,25,28,1,320,99,221,NEU
BRD-A79058669_10uM_6h,BRD-A79058669,10 uM,6 h,3,47,50,1,1,1,0,NEU
BRD-K89997465_10uM_24h,BRD-K89997465,10 uM,24 h,3,25,28,1,8,5,3,NEU
BRD-K96752129_10uM_24h,BRD-K96752129,10 uM,24 h,3,32,35,1,2,2,0,NEU
bisindolylmaleimide-ix_10uM_24h,bisindolylmaleimide-ix,10 uM,24 h,3,32,35,1,258,81,177,NEU
BAS-00594560_10uM_24h,BAS-00594560,10 uM,24 h,3,32,35,1,4,1,3,NEU
BRD-K72615639_10uM_24h,BRD-K72615639,10 uM,24 h,3,32,35,1,5,5,0,NEU
dephostatin_10uM_24h,dephostatin,10 uM,24 h,3,32,35,1,0,0,0,NEU
BRD-A78236793_10uM_6h,BRD-A78236793,10 uM,6 h,3,47,50,1,44,28,16,NEU
BRD-A92334183_10uM_24h,BRD-A92334183,10 uM,24 h,3,25,28,1,76,18,58,NEU
BRD-A70541707_10uM_24h,BRD-A70541707,10 uM,24 h,3,25,28,1,56,31,25,NEU
BG-1028_10uM_6h,BG-1028,10 uM,6 h,3,29,32,1,149,86,63,NEU
BRD-K02223034_10uM_24h,BRD-K02223034,10 uM,24 h,3,32,35,1,4,2,2,NEU
BRD-K91671201_10uM_24h,BRD-K91671201,10 uM,24 h,3,32,35,1,1,1,0,NEU
mammea-a_10uM_24h,mammea-a,10 uM,24 h,3,32,35,1,0,0,0,NEU
BRD-K11883928_10uM_24h,BRD-K11883928,10 uM,24 h,3,32,35,1,0,0,0,NEU
BRD-K92863101_10uM_24h,BRD-K92863101,10 uM,24 h,3,32,35,1,10,5,5,NEU
BRD-K95080859_10uM_24h,BRD-K95080859,10 uM,24 h,3,32,35,1,5,1,4,NEU
BRD-K47703442_10uM_24h,BRD-K47703442,10 uM,24 h,3,32,35,1,4,4,0,NEU
AZD-1480_10uM_24h,AZD-1480,10 uM,24 h,3,65,68,1,4,1,3,NEU
BRD-K13528168_10uM_6h,BRD-K13528168,10 uM,6 h,3,47,50,1,2,1,1,NEU
niguldipine_10uM_24h,niguldipine,10 uM,24 h,3,24,27,1,301,109,192,NEU
TUL-XIX029_10uM_24h,TUL-XIX029,10 uM,24 h,3,32,35,1,0,0,0,NEU
BRD-K90446118_10uM_24h,BRD-K90446118,10 uM,24 h,3,32,35,1,0,0,0,NEU
BRD-K27803479_10uM_24h,BRD-K27803479,10 uM,24 h,3,25,28,1,20,7,13,NEU
BRD-A35072120_10uM_6h,BRD-A35072120,10 uM,6 h,3,47,50,1,0,0,0,NEU
BRD-K59488055_10uM_24h,BRD-K59488055,10 uM,24 h,3,32,35,1,3,2,1,NEU
BRD-K51791390_10uM_24h,BRD-K51791390,10 uM,24 h,3,32,35,1,0,0,0,NEU
BRD-A01960364_10uM_24h,BRD-A01960364,10 uM,24 h,3,32,35,1,70,35,35,NEU
epothilone_10uM_24h,epothilone,10 uM,24 h,3,32,35,1,1,1,0,NEU
IQ1_10uM_6h,IQ1,10 uM,6 h,3,29,32,1,9,2,7,NEU
alendronic-acid_10uM_6h,alendronic-acid,10 uM,6 h,3,47,50,1,1,1,0,NEU
BRD-A40163033_10uM_24h,BRD-A40163033,10 uM,24 h,3,25,28,1,0,0,0,NEU
desmethyl-DASB_10uM_6h,desmethyl-DASB,10 uM,6 h,3,47,50,1,1,1,0,NEU
BRD-K11362964_10uM_24h,BRD-K11362964,10 uM,24 h,3,32,35,1,3,2,1,NEU
BRD-K52831896_10uM_24h,BRD-K52831896,10 uM,24 h,3,32,35,1,2,0,2,NEU
BRD-K91987625_10uM_24h,BRD-K91987625,10 uM,24 h,3,32,35,1,1,1,0,NEU
BRD-A06276885_10uM_24h,BRD-A06276885,10 uM,24 h,3,32,35,1,12,6,6,NEU
BRD-K84421793_10uM_24h,BRD-K84421793,10 uM,24 h,3,32,35,1,1,0,1,NEU
BRD-A52530852_10uM_24h,BRD-A52530852,10 uM,24 h,3,25,28,1,1,0,1,NEU
BRD-K18573821_10uM_6h,BRD-K18573821,10 uM,6 h,3,47,50,1,0,0,0,NEU
TCPOBOP_10uM_6h,TCPOBOP,10 uM,6 h,3,29,32,1,0,0,0,NEU
BRD-A35825362_10uM_24h,BRD-A35825362,10 uM,24 h,3,25,28,1,0,0,0,NEU
BRD-K03608458_10uM_6h,BRD-K03608458,10 uM,6 h,3,47,50,1,29,22,7,NEU
BRD-K58901278_10uM_24h,BRD-K58901278,10 uM,24 h,3,25,28,1,5,4,1,NEU
BML-278_10uM_24h,BML-278,10 uM,24 h,3,24,27,1,15,3,12,NEU
trans-bis-q_10uM_6h,trans-bis-q,10 uM,6 h,3,47,50,1,7,4,3,NEU
BRD-K83161876_10uM_6h,BRD-K83161876,10 uM,6 h,3,47,50,1,0,0,0,NEU
W-5_10uM_24h,W-5,10 uM,24 h,3,25,28,1,0,0,0,NEU
BRD-K97330509_10uM_24h,BRD-K97330509,10 uM,24 h,3,32,35,1,0,0,0,NEU
BRD-K14704318_10uM_24h,BRD-K14704318,10 uM,24 h,3,32,35,1,0,0,0,NEU
VU-0418946-1_10uM_24h,VU-0418946-1,10 uM,24 h,3,32,35,1,54,29,25,NEU
PD-149163_10uM_24h,PD-149163,10 uM,24 h,3,25,28,1,0,0,0,NEU
BRD-A09053961_10uM_24h,BRD-A09053961,10 uM,24 h,3,25,28,1,8,3,5,NEU
ITSA-1_10uM_6h,ITSA-1,10 uM,6 h,3,29,32,1,0,0,0,NEU
BRD-K06020002_10uM_24h,BRD-K06020002,10 uM,24 h,3,32,35,1,0,0,0,NEU
MW-STK33-3A_10uM_24h,MW-STK33-3A,10 uM,24 h,3,32,35,1,2,1,1,NEU
BRD-A92800748_10uM_24h,BRD-A92800748,10 uM,24 h,3,65,68,1,0,0,0,NEU
BRD-K69501658_10uM_24h,BRD-K69501658,10 uM,24 h,3,32,35,1,4,3,1,NEU
BRD-K37618507_10uM_24h,BRD-K37618507,10 uM,24 h,3,32,35,1,5,4,1,NEU
BRD-K62169556_10uM_24h,BRD-K62169556,10 uM,24 h,3,32,35,1,6,5,1,NEU
taurodeoxycholic-acid_10uM_6h,taurodeoxycholic-acid,10 uM,6 h,3,29,32,1,1,1,0,NEU
BRD-K64024097_10uM_6h,BRD-K64024097,10 uM,6 h,3,29,32,1,0,0,0,NEU
BRD-A08027849_10uM_6h,BRD-A08027849,10 uM,6 h,3,29,32,1,0,0,0,NEU
L-741626_10uM_24h,L-741626,10 uM,24 h,3,32,35,1,0,0,0,NEU
ST-012015_10uM_24h,ST-012015,10 uM,24 h,3,32,35,1,1,1,0,NEU
BG-1027_10uM_6h,BG-1027,10 uM,6 h,3,29,32,1,152,85,67,NEU
butyrolactone_10uM_6h,butyrolactone,10 uM,6 h,3,29,32,1,0,0,0,NEU
BRD-K33392208_10uM_24h,BRD-K33392208,10 uM,24 h,3,32,35,1,16,9,7,NEU
VU-0418933-1_10uM_24h,VU-0418933-1,10 uM,24 h,3,32,35,1,6,4,2,NEU
CAY-10578_10uM_24h,CAY-10578,10 uM,24 h,3,32,35,1,0,0,0,NEU
BRD-K81795824_10uM_24h,BRD-K81795824,10 uM,24 h,3,32,35,1,12,9,3,NEU
BRD-K01192156_10uM_6h,BRD-K01192156,10 uM,6 h,3,29,32,1,0,0,0,NEU
BRD-K28308851_10uM_24h,BRD-K28308851,10 uM,24 h,3,25,28,1,0,0,0,NEU
purpurogallin_10uM_24h,purpurogallin,10 uM,24 h,3,24,27,1,0,0,0,NEU
HDAC1-selective_10uM_6h,HDAC1-selective,10 uM,6 h,3,29,32,1,0,0,0,NEU
BRD-K27332342_10uM_6h,BRD-K27332342,10 uM,6 h,3,29,32,1,8,2,6,NEU
bafilomycin_10uM_24h,bafilomycin,10 uM,24 h,3,24,27,1,89,30,59,NEU
BRD-A77098556_10uM_24h,BRD-A77098556,10 uM,24 h,3,25,28,1,35,13,22,NEU
BRD-A70541707_10uM_6h,BRD-A70541707,10 uM,6 h,3,47,50,1,29,25,4,NEU
BRD-K37727696_10uM_24h,BRD-K37727696,10 uM,24 h,3,32,35,1,0,0,0,NEU
BRD-K37762845_10uM_24h,BRD-K37762845,10 uM,24 h,3,32,35,1,0,0,0,NEU
BRD-K33211335_10uM_24h,BRD-K33211335,10 uM,24 h,3,32,35,1,2,1,1,NEU
BRD-U57440914_10uM_24h,BRD-U57440914,10 uM,24 h,3,25,28,1,77,35,42,NEU
epidepride_10uM_24h,epidepride,10 uM,24 h,3,25,28,1,1,0,1,NEU
BG-1003_10uM_24h,BG-1003,10 uM,24 h,3,25,28,1,227,92,135,NEU
BRD-K99636700_10uM_6h,BRD-K99636700,10 uM,6 h,3,29,32,1,23,10,13,NEU
glycocholic-acid_10uM_6h,glycocholic-acid,10 uM,6 h,3,29,32,1,0,0,0,NEU
valproxam_10uM_24h,valproxam,10 uM,24 h,3,24,27,1,0,0,0,NEU
BRD-K83872150_10uM_24h,BRD-K83872150,10 uM,24 h,3,24,27,1,87,21,66,NEU
YM-09151-2_10uM_24h,YM-09151-2,10 uM,24 h,3,25,28,1,0,0,0,NEU
z-guggulsterone_10uM_6h,z-guggulsterone,10 uM,6 h,3,29,32,1,0,0,0,NEU
BRD-K20986251_10uM_6h,BRD-K20986251,10 uM,6 h,3,29,32,1,0,0,0,NEU
BRD-K16051505_10uM_24h,BRD-K16051505,10 uM,24 h,3,32,35,1,0,0,0,NEU
BRD-K10609180_10uM_24h,BRD-K10609180,10 uM,24 h,3,32,35,1,21,16,5,NEU
BRD-K21788104_10uM_24h,BRD-K21788104,10 uM,24 h,3,32,35,1,2,0,2,NEU
BRD-K95992530_10uM_24h,BRD-K95992530,10 uM,24 h,3,32,35,1,0,0,0,NEU
BRD-K96527333_10uM_24h,BRD-K96527333,10 uM,24 h,3,32,35,1,0,0,0,NEU
BRD-K31460632_10uM_24h,BRD-K31460632,10 uM,24 h,3,25,28,1,2,2,0,NEU
kavain_10uM_6h,kavain,10 uM,6 h,3,47,50,1,0,0,0,NEU
mevalonic-acid_10uM_24h,mevalonic-acid,10 uM,24 h,3,25,28,1,0,0,0,NEU
BRD-K63116520_10uM_24h,BRD-K63116520,10 uM,24 h,3,25,28,1,0,0,0,NEU
LBH-589_10uM_6h,LBH-589,10 uM,6 h,3,47,50,1,190,140,50,NEU
BRD-K11981252_10uM_24h,BRD-K11981252,10 uM,24 h,3,32,35,1,2,1,1,NEU
SPB02137_10uM_24h,SPB02137,10 uM,24 h,3,32,35,1,184,77,107,NEU
RAF-265_10uM_24h,RAF-265,10 uM,24 h,3,65,68,1,9,8,1,NEU
BAS-02859604_10uM_24h,BAS-02859604,10 uM,24 h,3,32,35,1,2,2,0,NEU
BRD-A01295252_10uM_24h,BRD-A01295252,10 uM,24 h,3,25,28,1,1,0,1,NEU
BRD-A31180007_10uM_24h,BRD-A31180007,10 uM,24 h,3,25,28,1,277,72,205,NEU
brefeldin-a_10uM_6h,brefeldin-a,10 uM,6 h,3,29,32,1,9,3,6,NEU
BRD-K64729807_10uM_24h,BRD-K64729807,10 uM,24 h,3,24,27,1,0,0,0,NEU
BRD-K23628492_10uM_6h,BRD-K23628492,10 uM,6 h,3,47,50,1,0,0,0,NEU
BRD-A65771317_10uM_6h,BRD-A65771317,10 uM,6 h,3,47,50,1,3,1,2,NEU
BRD-K43069600_10uM_24h,BRD-K43069600,10 uM,24 h,3,32,35,1,0,0,0,NEU
BRD-K61717269_10uM_24h,BRD-K61717269,10 uM,24 h,3,32,35,1,59,19,40,NEU
BRD-K07223205_10uM_24h,BRD-K07223205,10 uM,24 h,3,25,28,1,26,9,17,NEU
taurocholic-acid_10uM_6h,taurocholic-acid,10 uM,6 h,3,29,32,1,0,0,0,NEU
BRD-K97808269_10uM_6h,BRD-K97808269,10 uM,6 h,3,29,32,1,0,0,0,NEU
GGTI-2133_10uM_24h,GGTI-2133,10 uM,24 h,3,25,28,1,0,0,0,NEU
seneciphylline_10uM_24h,seneciphylline,10 uM,24 h,3,32,35,1,0,0,0,NEU
BRD-K41652870_10uM_24h,BRD-K41652870,10 uM,24 h,3,32,35,1,5,4,1,NEU
umbelliferone_10uM_24h,umbelliferone,10 uM,24 h,3,32,35,1,5,2,3,NEU
BG-1015_10uM_6h,BG-1015,10 uM,6 h,3,29,32,1,0,0,0,NEU
farnesylthioacetic-acid_10uM_24h,farnesylthioacetic-acid,10 uM,24 h,3,24,27,1,0,0,0,NEU
BG-1029_10uM_6h,BG-1029,10 uM,6 h,3,29,32,1,163,101,62,NEU
aminobenztropine_10uM_6h,aminobenztropine,10 uM,6 h,3,47,50,1,3,1,2,NEU
KIN001-260_10uM_24h,KIN001-260,10 uM,24 h,3,65,68,1,0,0,0,NEU
BRD-K90849765_10uM_24h,BRD-K90849765,10 uM,24 h,3,32,35,1,2,1,1,NEU
benzohydroxamic-acid_10uM_6h,benzohydroxamic-acid,10 uM,6 h,3,29,32,1,0,0,0,NEU
BRD-K19653414_10uM_24h,BRD-K19653414,10 uM,24 h,3,25,28,1,1,1,0,NEU
BRD-K47535255_10uM_6h,BRD-K47535255,10 uM,6 h,3,47,50,1,11,8,3,NEU
tetramethylsilane_10uM_24h,tetramethylsilane,10 uM,24 h,3,32,35,1,0,0,0,NEU
BRD-K98004941_10uM_24h,BRD-K98004941,10 uM,24 h,3,32,35,1,0,0,0,NEU
BRD-K15475572_10uM_24h,BRD-K15475572,10 uM,24 h,3,32,35,1,6,3,3,NEU
BRD-K98731749_10uM_24h,BRD-K98731749,10 uM,24 h,3,32,35,1,28,15,13,NEU
BRD-A17081056_10uM_24h,BRD-A17081056,10 uM,24 h,3,25,28,1,67,15,52,NEU
p-aminophenethylspiperone_10uM_6h,p-aminophenethylspiperone,10 uM,6 h,3,47,50,1,20,18,2,NEU
BRD-M28563253_10uM_6h,BRD-M28563253,10 uM,6 h,3,47,50,1,1,1,0,NEU
aminoresveratrol_10uM_6h,aminoresveratrol,10 uM,6 h,3,29,32,1,63,28,35,NEU
BRD-K18436203_10uM_24h,BRD-K18436203,10 uM,24 h,3,25,28,1,2,0,2,NEU
DY-44_10uM_24h,DY-44,10 uM,24 h,3,32,35,1,5,3,2,NEU
BRD-K03857568_10uM_24h,BRD-K03857568,10 uM,24 h,3,32,35,1,9,6,3,NEU
BRD-K97701319_10uM_24h,BRD-K97701319,10 uM,24 h,3,32,35,1,4,3,1,NEU
BRD-A95074085_10uM_6h,BRD-A95074085,10 uM,6 h,3,29,32,1,1,1,0,NEU
paxilline_10uM_24h,paxilline,10 uM,24 h,3,24,27,1,23,3,20,NEU
BRD-K25701726_10uM_6h,BRD-K25701726,10 uM,6 h,3,47,50,1,0,0,0,NEU
BG-1022_10uM_24h,BG-1022,10 uM,24 h,3,24,27,1,2,1,1,NEU
BG-1020_10uM_6h,BG-1020,10 uM,6 h,3,29,32,1,0,0,0,NEU
BRD-K94158209_10uM_24h,BRD-K94158209,10 uM,24 h,3,25,28,1,0,0,0,NEU
BRD-K70980943_10uM_6h,BRD-K70980943,10 uM,6 h,3,47,50,1,0,0,0,NEU
irilin-a_10uM_24h,irilin-a,10 uM,24 h,3,32,35,1,5,3,2,NEU
BRD-K06652922_10uM_24h,BRD-K06652922,10 uM,24 h,3,32,35,1,0,0,0,NEU
BRD-A79058669_10uM_24h,BRD-A79058669,10 uM,24 h,3,25,28,1,0,0,0,NEU
BRD-A82323890_10uM_6h,BRD-A82323890,10 uM,6 h,3,47,50,1,3,2,1,NEU
BAS-00535043_10uM_24h,BAS-00535043,10 uM,24 h,3,32,35,1,3,2,1,NEU
BRD-K55715339_10uM_24h,BRD-K55715339,10 uM,24 h,3,32,35,1,0,0,0,NEU
reserpic-acid_10uM_24h,reserpic-acid,10 uM,24 h,3,32,35,1,1,0,1,NEU
BRD-K86110682_10uM_24h,BRD-K86110682,10 uM,24 h,3,32,35,1,0,0,0,NEU
PMSF_10uM_6h,PMSF,10 uM,6 h,3,29,32,1,1,0,1,NEU
alitretinoin_10uM_6h,alitretinoin,10 uM,6 h,3,29,32,1,2,1,1,NEU
BRD-K61894884_10uM_6h,BRD-K61894884,10 uM,6 h,3,29,32,1,0,0,0,NEU
n-bromoacetyltryptamine_10uM_24h,n-bromoacetyltryptamine,10 uM,24 h,3,25,28,1,160,54,106,NEU
z-guggulsterone_10uM_24h,z-guggulsterone,10 uM,24 h,3,24,27,1,1,1,0,NEU
BRD-K95847244_10uM_6h,BRD-K95847244,10 uM,6 h,3,47,50,1,0,0,0,NEU
methyltyramine_10uM_24h,methyltyramine,10 uM,24 h,3,25,28,1,0,0,0,NEU
HU-211_10uM_24h,HU-211,10 uM,24 h,3,32,35,1,190,74,116,NEU
BRD-K68191033_10uM_24h,BRD-K68191033,10 uM,24 h,3,32,35,1,0,0,0,NEU
GGTI-297_10uM_6h,GGTI-297,10 uM,6 h,3,47,50,1,4,3,1,NEU
DASB_10uM_6h,DASB,10 uM,6 h,3,47,50,1,0,0,0,NEU
oxamflatin_10uM_24h,oxamflatin,10 uM,24 h,3,24,27,1,386,188,198,NEU
BRD-K50311478_10uM_24h,BRD-K50311478,10 uM,24 h,3,32,35,1,0,0,0,NEU
BRD-A27924917_10uM_24h,BRD-A27924917,10 uM,24 h,3,25,28,1,1,1,0,NEU
salsolinol_10uM_6h,salsolinol,10 uM,6 h,3,47,50,1,6,6,0,NEU
BRD-K91781484_10uM_6h,BRD-K91781484,10 uM,6 h,3,47,50,1,2,2,0,NEU
dihydrocapsaicin_10uM_6h,dihydrocapsaicin,10 uM,6 h,3,29,32,1,0,0,0,NEU
BRD-K96043519_10uM_6h,BRD-K96043519,10 uM,6 h,3,47,50,1,4,3,1,NEU
dihydrosamidin_10uM_24h,dihydrosamidin,10 uM,24 h,3,32,35,1,1,1,0,NEU
BRD-A72837804_10uM_24h,BRD-A72837804,10 uM,24 h,3,32,35,1,4,2,2,NEU
BRD-K41429297_10uM_24h,BRD-K41429297,10 uM,24 h,3,32,35,1,0,0,0,NEU
BRD-K38690464_10uM_24h,BRD-K38690464,10 uM,24 h,3,32,35,1,0,0,0,NEU
EMD-84_10uM_24h,EMD-84,10 uM,24 h,3,32,35,1,0,0,0,NEU
BRD-K14790374_10uM_24h,BRD-K14790374,10 uM,24 h,3,32,35,1,0,0,0,NEU
BRD-K54729176_10uM_24h,BRD-K54729176,10 uM,24 h,3,24,27,1,26,17,9,NEU
BRD-A14795281_10uM_6h,BRD-A14795281,10 uM,6 h,3,47,50,1,1,1,0,NEU
BRD-A35072120_10uM_24h,BRD-A35072120,10 uM,24 h,3,25,28,1,3,1,2,NEU
QS-11_10uM_6h,QS-11,10 uM,6 h,3,29,32,1,1,0,1,NEU
ergocornine_10uM_24h,ergocornine,10 uM,24 h,3,32,35,1,0,0,0,NEU
indolophenanthridine_10uM_24h,indolophenanthridine,10 uM,24 h,3,32,35,1,3,2,1,NEU
NS-1619_10uM_24h,NS-1619,10 uM,24 h,3,32,35,1,0,0,0,NEU
BRD-K12238169_10uM_24h,BRD-K12238169,10 uM,24 h,3,32,35,1,0,0,0,NEU
